Freq [GHz],Phi [deg],Theta [deg],dB(RealizedGainTotal)
1,45,35,1.90822603565961
1,45,40,2.05198522773184
1,45,45,2.10006275229234
1,45,50,2.05256019955254
1,45,55,1.90937091510552
1,45,60,1.67014063506825
1,45,65,1.33414445084176
1,45,70,0.900065815323745
1,45,75,0.365650065305665
1,45,80,-0.272815410428065
1,45,85,-1.02127657487413
1,45,90,-1.8890882416081
1,45,95,-2.89085484337274
1,45,100,-4.04945191362024
1,45,105,-5.40130593358796
1,45,110,-7.00640377963771
1,45,115,-8.96942885428319
1,45,120,-11.4916124826771
1,45,125,-15.0306659183225
1,45,130,-21.0527405921765
1,45,135,-49.6915268863378
1,45,140,-49.7160442636998
1,45,145,-21.0879796446332
1,45,150,-15.0486088401485
1,45,155,-11.5039080403135
1,45,160,-8.97896855590747
1,45,165,-7.01431910299077
1,45,170,-5.40813730690077
1,45,175,-4.05548379050142
1,45,180,-2.89624233446285
1,50,-180,-1.89391430678021
1,50,-175,-1.02558144247149
1,50,-170,-0.276613340520325
1,50,-165,0.362360404881698
1,50,-160,0.897294491918132
1,50,-155,1.33190551531589
1,50,-150,1.66844873814886
1,50,-145,1.90823889060524
1,50,-140,2.05199739011349
1,50,-135,2.10007395144651
1,50,-130,2.05257017018613
1,50,-125,1.90937940582639
1,50,-120,1.67014741581517
1,50,-115,1.3341493189359
1,50,-110,0.900068599808752
1,50,-105,0.365650629163446
1,50,-100,-0.272817170736252
1,50,-95,-1.02128073335363
1,50,-90,-1.88909485149344
1,50,-85,-2.89086395310875
1,50,-80,-4.04946359481137
1,50,-75,-5.40132033120187
1,50,-70,-7.00642120922296
1,50,-65,-8.96945001443384
1,50,-60,-11.4916390102906
1,50,-55,-15.0307023089143
1,50,-50,-21.0528056123407
1,50,-45,-49.6915268863378
1,50,-40,-49.7160442636998
1,50,-35,-21.0877721446383
1,50,-30,-15.0485128435281
1,50,-25,-11.5038469370736
1,50,-20,-8.97892283569724
1,50,-15,-7.01428076604605
1,50,-10,-5.4081022842377
1,50,-5,-4.0554497850829
1,50,0,-2.89620801304145
1,50,5,-1.89387893864047
1,50,10,-1.0255447141951
1,50,15,-0.276575248490371
1,50,20,0.362399624937612
1,50,25,0.897334416845937
1,50,30,1.33194557684772
1,50,35,1.66848826004179
1,50,40,1.90827712275174
1,50,45,2.05203354053513
1,50,50,2.10010721637647
1,50,55,2.05259976202237
1,50,60,1.90940457846807
1,50,65,1.67016748670873
1,50,70,1.33416368700493
1,50,75,0.900076758276249
1,50,80,0.365652172037136
1,50,85,-0.272822550159776
1,50,90,-1.02129325439179
1,50,95,-1.88911467236414
1,50,100,-2.89089121878665
1,50,105,-4.04949852066393
1,50,110,-5.40136335319031
1,50,115,-7.00647327475804
1,50,120,-8.96951321807922
1,50,125,-11.4917182552554
1,50,130,-15.0308110535235
1,50,135,-21.0530000229026
1,50,140,-49.6915268863378
1,50,145,-49.7160442636998
1,50,150,-21.0874275522813
1,50,155,-15.0483531611278
1,50,160,-11.5037451627895
1,50,165,-8.97884663703583
1,50,170,-7.01421689403558
1,50,175,-5.4080440051066
1,50,180,-4.05539330026998
1,55,-180,-2.89615111884673
1,55,-175,-1.89382042699012
1,55,-170,-1.02548406538182
1,55,-165,-0.276512452927024
1,55,-160,0.362464183439822
1,55,-155,0.897400046951795
1,55,-150,1.33201134954649
1,55,-145,1.66855306982618
1,55,-140,1.90833974369821
1,55,-135,2.05209267881127
1,55,-130,2.1001615595332
1,55,-125,2.05264802472705
1,55,-120,1.90944554388909
1,55,-115,1.67020004245389
1,55,-110,1.33418685426253
1,55,-105,0.900089712533465
1,55,-100,0.365654253352657
1,55,-95,-0.27283184003988
1,55,-90,-1.02131427208627
1,55,-85,-1.88914767666139
1,55,-80,-2.8909364501127
1,55,-75,-4.04955633977505
1,55,-70,-5.40143449014088
1,55,-65,-7.0065593110136
1,55,-60,-8.96961764040175
1,55,-55,-11.4918492106185
1,55,-50,-15.0309908784262
1,55,-45,-21.0533218836577
1,55,-40,-49.6915268863378
1,55,-35,-49.7160442636998
1,55,-30,-21.0869477357641
1,55,-25,-15.048130274483
1,55,-20,-11.5036028281316
1,55,-15,-8.97873997478379
1,55,-10,-7.01412753078151
1,55,-5,-5.40796261328635
1,55,0,-4.05531462398055
1,55,5,-2.89607211113191
1,55,10,-1.89373941690246
1,55,15,-1.02540033088864
1,55,20,-0.276425973274955
1,55,25,0.362552889659863
1,55,30,0.89749004066469
1,55,35,1.33210136758314
1,55,40,1.66864160908303
1,55,45,1.90842513805317
1,55,50,2.05217317094576
1,55,55,2.10023536819165
1,55,60,2.0527134069734
1,55,65,1.9095008513023
1,55,70,1.67024376977706
1,55,75,1.33421767866741
1,55,80,0.900106521278832
1,55,85,0.365656157060361
1,55,90,-0.272845512228548
1,55,95,-1.02134400102124
1,55,100,-1.88919381449143
1,55,105,-2.89099933092507
1,55,110,-4.04963647229849
1,55,115,-5.40153290344439
1,55,120,-7.00667822393358
1,55,125,-8.96976192523011
1,55,130,-11.4920302202007
1,55,135,-15.0312396864737
1,55,140,-21.0537679926833
1,55,145,-49.6915268863378
1,55,150,-49.7160442636998
1,55,155,-21.0863353234793
1,55,160,-15.0478448842963
1,55,165,-11.5034201154651
1,55,170,-8.97860289391581
1,55,175,-7.01401275620928
1,55,180,-5.40785832145094
1,60,-180,-4.0552141623707
1,60,-175,-2.8959716268746
1,60,-170,-1.89363679607459
1,60,-165,-1.02529465463809
1,60,-160,-0.276317202688848
1,60,-155,0.362664119249693
1,60,-150,0.897602570192328
1,60,-145,1.33221363581869
1,60,-140,1.66875175832657
1,60,-135,1.90853111034054
1,60,-130,2.05227279755377
1,60,-125,2.10032645317629
1,60,-120,2.05279380424286
1,60,-115,1.90956853394437
1,60,-110,1.67029688981651
1,60,-105,1.33425461497957
1,60,-100,0.900125912894427
1,60,-95,0.365656918385235
1,60,-90,-0.272864198983866
1,60,-85,-1.02138272322111
1,60,-80,-1.88925300785
1,60,-75,-2.89107942069946
1,60,-70,-4.04973811854833
1,60,-65,-5.40165744063886
1,60,-60,-7.00682851222452
1,60,-55,-8.96994421231681
1,60,-50,-11.4922590111082
1,60,-45,-15.0315545950059
1,60,-40,-21.05433393324
1,60,-35,-49.6915268863378
1,60,-30,-49.7160442636998
1,60,-25,-21.0855937155632
1,60,-20,-15.047497935574
1,60,-15,-11.5031973049714
1,60,-10,-8.97843549257484
1,60,-5,-7.01387270405171
1,60,0,-5.40773142197315
1,60,5,-4.05509244264952
1,60,10,-2.89585047489066
1,60,15,-1.89351367987079
1,60,20,-1.02516846554952
1,60,25,-0.276187875122392
1,60,30,0.362795855429826
1,60,35,0.897735370148863
1,60,40,1.3323456847924
1,60,45,1.66888089706584
1,60,50,1.90865494868172
1,60,55,2.05238881959082
1,60,60,2.10043211499147
1,60,65,2.05288662369013
1,60,70,1.90964617103841
1,60,75,1.67035721562478
1,60,80,1.33429576637141
1,60,85,0.900146329903427
1,60,90,0.36565536007565
1,60,95,-0.27288866574928
1,60,100,-1.02143077051776
1,60,105,-1.88932514286634
1,60,110,-2.89117615668529
1,60,115,-4.04986027077963
1,60,120,-5.40180665635071
1,60,125,-7.00700829679123
1,60,130,-8.97016217452013
1,60,135,-11.492532738064
1,60,140,-15.0319319876063
1,60,145,-21.0550141380015
1,60,150,-49.6915268863378
1,60,155,-49.7160442636998
1,60,160,-21.084727096869
1,60,165,-15.0470906479739
1,60,170,-11.5029348064171
1,60,175,-8.97823795015908
1,60,180,-7.01370758340043
1,65,-180,-5.40758230000808
1,65,-175,-4.05495011634275
1,65,-170,-2.89570962839377
1,65,-165,-1.89337139272085
1,65,-160,-1.02502344772153
1,65,-155,-0.276040024627809
1,65,-150,0.362945739875824
1,65,-145,0.89788579759575
1,65,-140,1.3324946385851
1,65,-135,1.66902597790424
1,65,-130,1.90879350333996
1,65,-125,2.05251805940224
1,65,-120,2.10054922534775
1,65,-115,2.05298886409193
1,65,-110,1.90973096414739
1,65,-105,1.67042222300711
1,65,-100,1.33433894798725
1,65,-95,0.900165983695651
1,65,-90,0.365650136993608
1,65,-85,-0.272919777707435
1,65,-80,-1.0214885029396
1,65,-75,-1.88941006038376
1,65,-70,-2.89128885669729
1,65,-65,-4.05000172788834
1,65,-60,-5.4019788383119
1,65,-55,-7.00721535725665
1,65,-50,-8.97041306391918
1,65,-45,-11.4928480384134
1,65,-40,-15.0323675784146
1,65,-35,-21.0558019692245
1,65,-30,-49.6915268863378
1,65,-25,-49.7160442636998
1,65,-20,-21.0837404500443
1,65,-15,-15.0466245499764
1,65,-10,-11.5026331952875
1,65,-5,-8.97801055934664
1,65,0,-7.01351770324937
1,65,5,-5.40741144828765
1,65,10,-4.05478796275584
1,65,15,-2.89555021609428
1,65,20,-1.89321144631843
1,65,25,-1.02486150566638
1,65,30,-0.27587593801023
1,65,35,0.36311113183727
1,65,40,0.89805090173765
1,65,45,1.3326572935497
1,65,50,1.66918361246623
1,65,55,1.90894327776824
1,65,60,2.05265699464495
1,65,65,2.10067432160831
1,65,70,2.0530972084386
1,65,75,1.90981982557439
1,65,80,1.67048913250713
1,65,85,1.33438176047201
1,65,90,0.900182917798557
1,65,95,0.365639787621885
1,65,100,-0.272958461206206
1,65,105,-1.02155628387015
1,65,110,-1.88950754526476
1,65,115,-2.89141672259246
1,65,120,-4.0501611127125
1,65,125,-5.40217203780607
1,65,130,-7.00744717462224
1,65,135,-8.97069376566036
1,65,140,-11.4932010963872
1,65,145,-15.0328564874114
1,65,150,-21.0566898131356
1,65,155,-49.6915268863378
1,65,160,-49.7160442636998
1,65,165,-21.0826395672121
1,65,170,-15.0461015152831
1,65,175,-11.5022932518088
1,65,180,-8.97775376079166
1,70,-180,-7.01330349904454
1,70,-175,-5.40721948297049
1,70,-170,-4.05460689234973
1,70,-165,-2.89537351194589
1,70,-160,-1.8930355151398
1,70,-155,-1.02468472552525
1,70,-150,-0.275698102163125
1,70,-145,0.363289173789117
1,70,-140,0.898227501237324
1,70,-135,1.33283020558237
1,70,-130,1.66935016659031
1,70,-125,1.90910052942779
1,70,-120,2.05280186224562
1,70,-115,2.10080371128784
1,70,-110,2.05320812634206
1,70,-105,1.90990947609526
1,70,-100,1.67055500000592
1,70,-95,1.33442167117829
1,70,-90,0.90019507770081
1,70,-85,0.365622790838707
1,70,-80,-0.273005661325118
1,70,-75,-1.02163445284141
1,70,-70,-1.88961731486939
1,70,-65,-2.89155884446346
1,70,-60,-4.05033689156112
1,70,-55,-5.40238410379208
1,70,-50,-7.00770097897228
1,70,-45,-8.97100085813673
1,70,-40,-11.4935877149734
1,70,-35,-15.0333933248275
1,70,-30,-21.0576691865214
1,70,-25,-49.6915268863378
1,70,-20,-49.7160442636998
1,70,-15,-21.0814310586182
1,70,-10,-15.0455237996863
1,70,-5,-11.501916001231
1,70,0,-8.97746817909792
1,70,5,-7.01306556015311
1,70,10,-5.40700715982552
1,70,15,-4.05440794971741
1,70,20,-2.89518092366577
1,70,25,-1.89284540985924
1,70,30,-1.02449533329456
1,70,35,-0.275509147555708
1,70,40,0.363476861733083
1,70,45,0.898412266894547
1,70,50,1.33300978335868
1,70,55,1.66952186195396
1,70,60,1.90926137735415
1,70,65,2.05294876925823
1,70,70,2.10093358343233
1,70,75,2.05331798313388
1,70,80,1.90999654902191
1,70,85,1.67061681313203
1,70,90,1.33445610051784
1,70,95,0.900200385025053
1,70,100,0.365597626138078
1,70,105,-0.273062296984155
1,70,110,-1.02172329691453
1,70,115,-1.88973900719812
1,70,120,-2.89171420557877
1,70,125,-4.0505273955546
1,70,130,-5.40261271986563
1,70,135,-7.00797380100063
1,70,140,-8.97133067794609
1,70,145,-11.4940033935652
1,70,150,-15.0339722826194
1,70,155,-21.0587308532692
1,70,160,-49.6915268863378
1,70,165,-49.7160442636998
1,70,170,-21.0801223565404
1,70,175,-15.0448940765588
1,70,180,-11.5015027536487
1,75,-180,-8.9771546585936
1,75,-175,-7.01280465710135
1,75,-170,-5.40677538998734
1,75,-165,-4.05419231583218
1,75,-160,-2.89497398016528
1,75,-155,-1.89264304928157
1,75,-150,-1.0242956511666
1,75,-145,-0.275311789441672
1,75,-140,0.363671118140151
1,75,-135,0.898601807284548
1,75,-130,1.33319238478976
1,75,-125,1.6696948811098
1,75,-120,1.90942191324855
1,75,-115,2.05309380727815
1,75,-110,2.10106012350029
1,75,-105,2.05342315232298
1,75,-100,1.91007769739914
1,75,-95,1.6706715904989
1,75,-90,1.33448251076104
1,75,-85,0.900196813704783
1,75,-80,0.365562835356988
1,75,-75,-0.273129215084171
1,75,-70,-1.02182302166055
1,75,-65,-1.88987216921919
1,75,-60,-2.89188168809736
1,75,-55,-4.05073084332507
1,75,-50,-5.40285544316024
1,75,-45,-7.00826252605221
1,75,-40,-8.97167938796088
1,75,-35,-11.4944434094169
1,75,-30,-15.0345872307995
1,75,-25,-21.0598649484242
1,75,-20,-49.6915268863378
1,75,-15,-49.7160442636998
1,75,-10,-21.0787217127498
1,75,-5,-15.0442154690768
1,75,0,-11.5010551416003
1,75,5,-8.97681429739473
1,75,10,-7.01252176740376
1,75,15,-5.40652525450381
1,75,20,-4.05396130923694
1,75,25,-2.8947543180404
1,75,30,-1.89243043143619
1,75,35,-1.02408805312481
1,75,40,-0.275108768413466
1,75,45,0.363868865458945
1,75,50,0.898792754872611
1,75,55,1.33337441386398
1,75,60,1.66986547281577
1,75,65,1.90957831277104
1,75,70,2.05323316696544
1,75,75,2.10117962826135
1,75,80,2.05352012798025
1,75,85,1.91014970103959
1,75,90,1.67071648069404
1,75,95,1.33449849450513
1,75,100,0.900182465749915
1,75,105,0.36551708391409
1,75,110,-0.273207145211582
1,75,115,-1.02193372277988
1,75,120,-1.89001624591089
1,75,125,-2.89206007957944
1,75,130,-4.0509453646055
1,75,135,-5.4031097442489
1,75,140,-7.00856394931735
1,75,145,-8.97204304677849
1,75,150,-11.4949029008656
1,75,155,-15.03523181632
1,75,160,-21.0610611072154
1,75,165,-49.6915268863378
1,75,170,-49.7160442636998
1,75,175,-21.0772381878735
1,75,180,-15.0434915773189
1,80,-180,-11.5005751537023
1,80,-175,-8.97644847826088
1,80,-170,-7.01221809881758
1,80,-165,-5.4062580169084
1,80,-160,-4.05371638585184
1,80,-155,-2.89452366727772
1,80,-150,-1.89220960448422
1,80,-145,-1.02387492094257
1,80,-140,-0.274902791930466
1,80,-135,0.364067098110067
1,80,-130,0.898981850118738
1,80,-125,1.33355241503842
1,80,-120,1.67003005454121
1,80,-115,1.90972694371136
1,80,-110,2.05336324923057
1,80,-105,2.10128861722913
1,80,-100,2.05360563361859
1,80,-95,1.9102095701039
1,80,-90,1.67074885794864
1,80,-85,1.33450186003644
1,80,-80,0.900155644190305
1,80,-75,0.36545921956888
1,80,-70,-0.273296656433352
1,80,-65,-1.02205535939255
1,80,-60,-1.89017057054139
1,80,-55,-2.89224808030637
1,80,-50,-4.0511690242245
1,80,-45,-5.40337304709975
1,80,-40,-7.00887483080682
1,80,-35,-8.97241767780534
1,80,-30,-11.4953769502531
1,80,-25,-15.0358995621782
1,80,-20,-21.0623085964451
1,80,-15,-49.6915268863378
1,80,-10,-49.7160442636998
1,80,-5,-21.0756816311368
1,80,0,-15.042726498478
1,80,5,-11.5000651626568
1,80,10,-8.97605889481007
1,80,15,-7.01189510890864
1,80,20,-5.40597513308483
1,80,25,-4.0534591370999
1,80,30,-2.89428383633806
1,80,35,-1.89198263808059
1,80,40,-1.02365860170612
1,80,45,-0.274696478407793
1,80,50,0.364262950944196
1,80,55,0.899166021156764
1,80,60,1.33372316242634
1,80,65,1.67018530912286
1,80,70,1.90986446781332
1,80,75,2.05348076974005
1,80,80,2.10138393725206
1,80,85,2.05367672424336
1,80,90,1.91025464203631
1,80,95,1.67076641151235
1,80,100,1.33449071090019
1,80,105,0.900114920864355
1,80,110,0.36538832677782
1,80,115,-0.273398117655973
1,80,120,-1.02218772999309
1,80,125,-1.89033435668513
1,80,130,-2.8924443114131
1,80,135,-4.05139984603039
1,80,140,-5.40364276815203
1,80,145,-7.00919194876063
1,80,150,-8.97279933626207
1,80,155,-11.4958606645247
1,80,160,-15.0365839644535
1,80,165,-21.0635964456594
1,80,170,-49.6915268863378
1,80,175,-49.7160442636998
1,80,180,-21.0740626491505
1,85,-180,-15.0419248385806
1,85,-175,-11.4995279461024
1,85,-170,-8.97564757177319
1,85,-165,-7.01155451990161
1,85,-160,-5.40567825775493
1,85,-155,-4.05319128608203
1,85,-150,-2.89403669678318
1,85,-145,-1.89175159580345
1,85,-140,-1.02344136792359
1,85,-135,-0.274492305362699
1,85,-130,0.364453762258873
1,85,-125,0.899342456775428
1,85,-120,1.33388374119245
1,85,-115,1.67032827272818
1,85,-110,1.90998793322529
1,85,-105,2.05358285360559
1,85,-100,2.1014628570949
1,85,-95,2.05373087845532
1,85,-90,1.91028266886555
1,85,-85,1.67076722594601
1,85,-80,1.33446351716287
1,85,-75,0.90005919687085
1,85,-70,0.365303774848529
1,85,-65,-0.273511662922125
1,85,-60,-1.02233045199248
1,85,-55,-1.89050669243221
1,85,-50,-2.89264732382428
1,85,-45,-4.05163583628005
1,85,-40,-5.40391635362347
1,85,-35,-7.00951215020881
1,85,-30,-8.97318417248265
1,85,-25,-11.4963492515781
1,85,-20,-15.0372785850828
1,85,-15,-21.0649135755981
1,85,-10,-49.6915268863378
1,85,-5,-49.7160442636998
1,85,0,-21.0723925626528
1,85,5,-15.0410917143167
1,85,10,-11.4989666989645
1,85,15,-8.97521687812375
1,85,20,-7.01119832791169
1,85,25,-5.40536924700404
1,85,30,-4.05291468157841
1,85,35,-2.89378416760951
1,85,40,-1.89151850921973
1,85,45,-1.02322538119289
1,85,50,-0.274292562982745
1,85,55,0.364637129643066
1,85,60,0.899508670640082
1,85,65,1.33403161881102
1,85,70,1.67045641155291
1,85,75,1.91009485483867
1,85,80,2.05366711742074
1,85,85,2.10152314914896
1,85,90,2.05376607779012
1,85,95,1.91029189217187
1,85,100,1.67074984981824
1,85,105,1.33441917609937
1,85,110,0.899987753718392
1,85,115,0.365205258276006
1,85,120,-0.273637162877578
1,85,125,-1.02248294566964
1,85,130,-1.89068653719171
1,85,135,-2.89285560797067
1,85,140,-4.05187500606009
1,85,145,-5.40419131422502
1,85,150,-7.00983239750448
1,85,155,-8.97356849000852
1,85,160,-11.4968380905859
1,85,165,-15.037977138349
1,85,170,-21.066248921571
1,85,175,-49.6915268863378
1,85,180,-49.7160442636998
1,90,-180,-21.0706833504077
1,90,-175,-15.0402327438513
1,90,-170,-11.4983850361951
1,90,-165,-8.97476953211671
1,90,-160,-7.01082880580855
1,90,-155,-5.40505015636603
1,90,-150,-4.05263128970562
1,90,-145,-2.89352819945335
1,90,-140,-1.89128535409513
1,90,-135,-1.02301266028314
1,90,-130,-0.274099314307142
1,90,-125,0.364810957143534
1,90,-120,0.899662554965565
1,90,-115,1.33416470415424
1,90,-110,1.67056768502581
1,90,-105,1.91018328014603
1,90,-100,2.05373173619523
1,90,-95,2.10156315580046
1,90,-90,2.05378087086507
1,90,-85,1.91028110339427
1,90,-80,1.67071335064073
1,90,-75,1.33435706035549
1,90,-70,0.899900293485416
1,90,-65,0.365092827875782
1,90,-60,-0.273774203459053
1,90,-55,-1.02264442322883
1,90,-50,-1.8908727214184
1,90,-45,-2.89306760424969
1,90,-40,-4.05211539234445
1,90,-35,-5.40446525654954
1,90,-30,-7.01014980978356
1,90,-25,-8.97394879715437
1,90,-20,-11.4973227947209
1,90,-15,-15.0386735692709
1,90,-10,-21.0675915496179
1,90,-5,-49.6915268863378
1,90,0,-49.7160442636998
1,90,5,-21.0689475797976
1,90,10,-15.039354025791
1,90,15,-11.4977869850649
1,90,20,-8.97430859749979
1,90,25,-7.0104484991448
1,90,30,-5.40472323411337
1,90,35,-4.05234318312058
1,90,40,-2.893270758824
1,90,45,-1.89105402918441
1,90,50,-1.02280505434422
1,90,55,-0.273914363005121
1,90,60,0.364973492516035
1,90,65,0.899802422176305
1,90,70,1.33428139275264
1,90,75,1.67066059370594
1,90,80,1.91025183869333
1,90,85,2.05377549319709
1,90,90,2.10158183845289
1,90,95,2.05377442036564
1,90,100,1.9102496875956
1,90,105,1.67065735429314
1,90,110,1.3342770520129
1,90,115,0.899796966633285
1,90,120,0.364966911603851
1,90,125,-0.273922072640504
1,90,130,-1.02281388350989
1,90,135,-1.89106394951056
1,90,140,-2.89328171417676
1,90,145,-4.05235507734393
1,90,150,-5.40473591051182
1,90,155,-7.01046169847189
1,90,160,-8.97432185093142
1,90,165,-11.497799264956
1,90,170,-15.039362122357
1,90,175,-21.0689307635727
1,90,180,-49.6915268863378
